Rooms,Type,Price,Bathroom,Car,BuildingArea,YearBuilt,Price_Category
2,3,1001000,2,1.0,85.0,1890.0,0
3,3,1330000,1,1.0,123.0,1926.0,1
4,3,1570000,2,2.0,215.0,1970.0,1
4,3,1916000,2,2.0,205.0,1910.0,1
4,3,890000,3,2.0,158.0,2014.0,0
3,1,700000,2,1.0,94.0,2006.0,0
3,2,865000,2,2.0,143.0,2010.0,0
4,2,1042500,3,2.0,160.0,2016.0,0
2,3,1002000,1,1.0,97.0,1950.0,0
3,3,650000,2,2.0,101.0,2000.0,0
4,2,965000,3,2.0,182.0,2012.0,0
3,3,1301000,1,2.0,88.0,1970.0,1
4,3,1415500,2,1.0,164.0,1950.0,1
4,3,1260000,2,2.0,277.0,2001.0,1
3,3,1000000,1,2.0,105.0,1960.0,0
3,2,845000,2,1.0,111.0,2012.0,0
4,2,881000,2,1.0,137.0,2014.0,0
2,3,900000,1,2.0,110.0,1940.0,0
3,3,1625000,2,2.0,181.0,1920.0,1
4,3,1100000,2,0.0,159.0,1910.0,0
3,3,1755000,2,1.0,173.0,1905.0,1
4,3,1400000,1,1.0,150.0,1910.0,1
3,1,1240000,2,2.0,123.0,1990.0,1
2,1,700000,1,2.0,92.0,1960.0,0
2,1,591000,1,1.0,62.0,2008.0,0
2,1,537000,1,1.0,79.0,1970.0,0
3,3,800000,2,2.0,112.0,2010.0,0
3,3,965000,1,2.0,119.0,1900.0,0
2,3,1160000,2,2.0,137.0,2011.0,0
3,2,820000,2,2.0,3.0,2002.0,0
4,3,2600000,2,2.0,184.0,1880.0,1
3,3,1390000,1,2.0,102.0,1960.0,1
3,2,1071000,2,2.0,125.0,2000.0,0
3,3,1800000,2,2.0,181.0,1905.0,1
3,3,2345000,2,1.0,204.0,1908.0,1
2,1,626000,1,1.0,100.0,1930.0,0
3,3,2160000,1,1.0,185.0,1960.0,1
4,3,3000000,2,2.0,204.0,1960.0,1
4,3,1650000,3,2.0,185.0,1913.0,1
3,2,850000,2,2.0,142.0,2000.0,0
3,3,1750000,2,2.0,207.0,1900.0,1
3,3,1450000,1,2.0,108.0,1915.0,1
4,3,2806000,3,2.0,255.0,1930.0,1
3,1,782000,1,1.0,95.0,1970.0,0
4,3,1007000,2,2.0,200.0,2000.0,0
4,3,1450000,2,2.0,192.0,1917.0,1
2,1,500000,1,1.0,59.0,2006.0,0
4,3,2600000,3,2.0,273.0,1885.0,1
2,3,895000,1,1.0,81.0,1915.0,0
4,3,2050000,3,2.0,270.0,2016.0,1
3,3,1605000,1,1.0,152.0,1890.0,1
1,1,520000,1,1.0,51.0,1930.0,0
2,1,507000,1,1.0,79.0,1970.0,0
2,1,525000,1,1.0,83.0,1960.0,0
2,1,750000,1,1.0,71.0,1930.0,0
1,1,510000,1,1.0,60.0,2001.0,0
1,1,300000,1,0.0,33.0,1930.0,0
3,2,1395000,2,1.0,126.0,1996.0,1
2,1,855000,1,1.0,85.0,1960.0,0
2,1,790000,1,2.0,85.0,1940.0,0
2,1,550000,1,1.0,68.0,1960.0,0
1,1,357000,1,1.0,50.0,1965.0,0
2,3,1210000,1,0.0,92.0,1890.0,1
2,1,825000,1,2.0,86.0,1930.0,0
3,3,1050000,1,0.0,138.0,1920.0,0
2,1,632000,1,1.0,54.0,1970.0,0
1,1,485000,1,1.0,43.0,1970.0,0
2,1,575000,1,0.0,57.0,1950.0,0
2,1,590000,1,1.0,77.0,1970.0,0
3,3,1238000,2,1.0,119.0,1996.0,1
2,1,510000,1,1.0,62.0,1950.0,0
4,3,1875000,2,0.0,173.0,1910.0,1
3,1,780000,1,1.0,100.0,1960.0,0
3,3,878500,2,1.0,122.0,2002.0,0
2,1,560000,1,0.0,70.0,1930.0,0
2,1,765000,1,0.0,88.0,1940.0,0
2,1,670000,2,1.0,84.0,1970.0,0
3,3,1625000,2,1.0,133.0,1950.0,1
2,1,1122000,2,1.0,104.0,1923.0,0
4,3,2400000,2,2.0,185.0,1920.0,1
2,1,655000,1,1.0,70.0,1965.0,0
2,1,684000,1,0.0,98.0,1930.0,0
2,1,500000,1,1.0,63.0,1970.0,0
2,1,680000,1,1.0,67.0,1930.0,0
2,1,600000,1,1.0,75.0,1960.0,0
1,1,370000,1,1.0,51.0,1960.0,0
1,1,390000,1,1.0,47.0,1960.0,0
2,1,630000,1,1.0,70.0,1935.0,0
2,1,640000,1,0.0,80.0,1940.0,0
2,1,932000,2,1.0,110.0,2012.0,0
2,1,645000,1,1.0,75.0,1975.0,0
1,1,347000,1,1.0,37.0,1970.0,0
2,1,875000,1,1.0,83.0,1930.0,0
2,1,582500,1,1.0,65.0,1970.0,0
2,1,570000,1,1.0,50.0,1940.0,0
4,3,1875000,3,0.0,211.0,2005.0,1
1,1,340000,1,1.0,42.0,1970.0,0
4,3,2200000,3,2.0,218.0,1900.0,1
2,1,687500,1,1.0,69.0,1930.0,0
2,1,730000,1,1.0,85.0,1940.0,0
2,1,526000,1,0.0,47.0,1930.0,0
3,2,920000,2,2.0,18.0,2010.0,0
3,3,1830000,2,2.0,162.0,1925.0,1
3,3,1735000,2,3.0,170.0,1935.0,1
4,3,1800000,2,2.0,217.0,1930.0,1
4,3,1998000,2,1.0,183.0,2002.0,1
2,1,671000,1,1.0,85.0,1960.0,0
3,3,1425000,2,2.0,163.0,2006.0,1
3,3,1530000,1,1.0,118.0,1940.0,1
3,3,1360000,2,1.0,134.0,1940.0,1
4,3,2325000,3,2.0,314.0,1930.0,1
4,3,2538000,2,3.0,314.0,2000.0,1
2,1,550000,1,1.0,63.0,1968.0,0
3,3,1600000,2,1.0,134.0,1940.0,1
3,3,2115000,2,2.0,157.0,1920.0,1
3,3,1700000,2,2.0,188.0,1951.0,1
4,3,2077000,2,3.0,143.0,1910.0,1
4,3,2850000,3,2.0,305.0,1935.0,1
2,1,411000,1,1.0,65.0,1970.0,0
4,3,2020000,2,2.0,351.0,2009.0,1
4,3,2010000,2,2.0,212.0,1930.0,1
1,1,452000,1,1.0,52.0,1980.0,0
3,3,1820000,1,3.0,136.0,1930.0,1
1,1,291000,1,1.0,38.0,1982.0,0
4,3,2376000,2,2.0,230.0,1925.0,1
3,3,1456000,1,2.0,142.0,1920.0,1
3,3,1430000,3,2.0,255.0,1960.0,1
1,2,345000,1,1.0,44.0,1970.0,0
5,3,2000000,3,1.0,248.0,1920.0,1
2,2,585000,1,1.0,84.0,1960.0,0
4,3,1700000,3,1.0,266.0,1946.0,1
3,3,1375000,2,2.0,176.0,1990.0,1
2,3,920000,1,2.0,115.0,1930.0,0
2,1,382000,1,1.0,33.0,1960.0,0
2,3,1280000,1,1.0,123.0,1950.0,1
4,3,1825000,3,2.0,26.0,1999.0,1
5,3,3085000,3,3.0,326.0,2000.0,1
2,3,1600000,2,2.0,184.0,1950.0,1
5,3,2352500,3,2.0,336.0,1930.0,1
4,3,2625000,3,2.0,326.0,1930.0,1
4,3,1950000,2,2.0,155.0,1960.0,1
3,3,2200000,1,2.0,142.0,1930.0,1
3,3,1751000,1,3.0,140.0,1930.0,1
4,3,1857000,2,3.0,205.0,1930.0,1
2,1,720000,1,2.0,74.0,1940.0,0
3,3,1500000,1,3.0,107.0,1935.0,1
4,3,2725000,3,2.0,246.0,2007.0,1
3,3,2800000,1,2.0,153.0,1930.0,1
3,3,1665000,1,2.0,143.0,1941.0,1
2,1,600000,1,1.0,80.0,1960.0,0
5,3,2410000,2,2.0,354.0,2015.0,1
4,3,2100000,2,2.0,216.0,1930.0,1
4,3,2950000,2,2.0,295.0,1966.0,1
3,3,1931000,2,2.0,193.0,1975.0,1
2,3,1250000,1,2.0,107.0,1910.0,1
2,1,895000,1,1.0,87.0,1975.0,0
2,1,587000,1,1.0,74.0,1975.0,0
4,3,2800000,3,2.0,320.0,2015.0,1
4,3,3250000,3,2.0,300.0,1904.0,1
4,3,2140000,2,3.0,187.0,1925.0,1
4,3,1600000,2,2.0,242.0,2011.0,1
3,3,1003500,1,2.0,109.0,1998.0,0
2,1,802000,1,1.0,85.0,1965.0,0
5,3,1400000,2,2.0,168.0,1960.0,1
3,3,1560000,1,3.0,125.0,1955.0,1
2,1,680000,1,2.0,78.0,1960.0,0
2,1,760000,1,1.0,86.0,1985.0,0
2,1,616000,1,1.0,104.0,2005.0,0
4,3,1680000,1,1.0,90.0,1955.0,1
3,3,1120000,2,3.0,113.0,1984.0,0
4,3,3200000,3,3.0,325.0,1920.0,1
4,3,1250000,3,2.0,220.0,2014.0,1
5,3,1805000,2,2.0,224.0,1950.0,1
4,3,2600000,1,2.0,162.0,1900.0,1
3,3,1050000,2,2.0,120.0,1970.0,0
3,1,810000,1,1.0,115.0,1960.0,0
3,3,1460000,2,2.0,137.0,1970.0,1
5,3,3075000,2,2.0,204.0,1901.0,1
2,1,875500,2,1.0,118.0,1970.0,0
5,3,2980000,3,2.0,323.0,2011.0,1
3,2,1100000,2,1.0,140.0,1987.0,0
2,1,450000,2,1.0,70.0,2007.0,0
2,1,500000,1,1.0,61.0,1970.0,0
4,3,1460000,3,2.0,228.0,1950.0,1
2,2,915500,2,1.0,148.0,1960.0,0
4,3,1740000,3,2.0,209.0,1950.0,1
4,3,1800000,2,1.0,184.0,1935.0,1
4,3,2160000,2,1.0,231.0,1940.0,1
4,3,2250000,2,2.0,260.0,1925.0,1
4,3,2130000,2,2.0,188.0,1925.0,1
2,1,400000,1,1.0,75.0,1960.0,0
3,2,1020000,2,2.0,171.0,1960.0,0
3,3,926000,2,2.0,140.0,1950.0,0
3,3,1070000,1,3.0,106.0,1970.0,0
2,1,801000,1,1.0,107.0,1994.0,0
3,2,1150000,2,1.0,3.0,2005.0,0
2,1,472000,1,1.0,68.0,2007.0,0
3,3,1300000,2,2.0,150.0,1950.0,1
4,3,1200000,2,2.0,154.0,2002.0,1
4,3,1650000,2,2.0,210.0,2005.0,1
4,3,2670000,2,1.0,235.0,1905.0,1
3,3,1480000,1,0.0,116.0,1960.0,1
1,1,348000,1,1.0,53.0,1950.0,0
3,1,1189000,1,1.0,122.0,1969.0,1
2,1,610000,2,1.0,82.0,2014.0,0
1,1,492000,1,1.0,63.0,1995.0,0
2,1,806000,1,1.0,64.0,1930.0,0
3,3,2000000,2,1.0,176.0,1940.0,1
2,1,753000,1,2.0,88.0,1960.0,0
1,1,330000,1,1.0,52.0,1970.0,0
3,3,1420000,1,0.0,108.0,1890.0,1
2,1,495000,1,1.0,60.0,2014.0,0
1,1,292000,1,0.0,56.0,1966.0,0
2,1,580000,1,1.0,76.0,2003.0,0
3,3,1300000,2,1.0,155.0,1938.0,1
3,3,1300000,1,0.0,90.0,1900.0,1
2,1,440000,1,1.0,52.0,1970.0,0
3,1,1000000,3,2.0,145.0,1999.0,0
3,3,1741000,1,1.0,109.0,1910.0,1
2,1,655000,1,1.0,78.0,1960.0,0
1,1,488000,1,1.0,57.0,2004.0,0
3,3,2065000,1,1.0,150.0,1910.0,1
1,1,350000,1,1.0,51.0,1960.0,0
3,3,1712000,1,1.0,130.0,1900.0,1
1,1,480000,1,1.0,50.0,1940.0,0
4,3,3225000,2,2.0,220.0,1890.0,1
1,1,400000,1,1.0,41.0,1950.0,0
4,1,1650000,2,3.0,180.0,2002.0,1
2,1,587500,1,1.0,72.0,1965.0,0
2,1,560000,1,1.0,70.0,2013.0,0
4,3,1936000,2,1.0,173.0,1890.0,1
3,1,630000,1,1.0,75.0,1970.0,0
3,3,1560000,2,0.0,148.0,1910.0,1
3,1,840000,2,2.0,88.0,2014.0,0
3,3,1780000,3,2.0,178.0,2011.0,1
2,1,815000,1,1.0,93.0,1940.0,0
3,1,1975000,2,1.0,196.0,2010.0,1
2,1,657500,1,1.0,73.0,1965.0,0
1,1,445000,1,1.0,52.0,1970.0,0
3,3,1180000,1,3.0,92.0,1900.0,0
2,1,470000,1,1.0,70.0,1970.0,0
2,1,485000,1,1.0,76.0,2005.0,0
3,3,1855000,1,1.0,125.0,1900.0,1
2,1,665000,1,3.0,70.0,1965.0,0
3,3,1551000,1,1.0,103.0,1890.0,1
2,1,612500,1,1.0,71.0,1960.0,0
3,3,2410000,2,0.0,171.0,1890.0,1
2,1,715000,1,1.0,82.0,2001.0,0
2,2,1055000,2,1.0,151.0,1975.0,0
4,3,1976000,2,2.0,275.0,1890.0,1
1,1,499000,1,1.0,56.0,1960.0,0
2,1,495000,1,1.0,85.0,1970.0,0
3,3,1400000,2,1.0,126.0,1890.0,1
1,1,370000,1,1.0,44.0,2014.0,0
2,1,627500,2,2.0,89.0,2000.0,0
2,3,1550000,1,1.0,97.0,1950.0,1
2,1,516000,1,1.0,76.0,1970.0,0
3,3,1340000,1,1.0,128.0,1920.0,1
3,3,1316000,1,2.0,126.0,1949.0,1
3,2,828000,2,1.0,118.0,2002.0,0
3,3,1055000,1,1.0,97.0,1930.0,0
2,1,623000,1,1.0,90.0,1970.0,0
4,3,2120000,2,2.0,315.0,1925.0,1
4,3,1745000,2,1.0,185.0,1925.0,1
4,3,1700000,2,2.0,180.0,1940.0,1
2,1,420000,1,1.0,70.0,2010.0,0
4,3,1337000,1,2.0,100.0,1930.0,1
2,1,455000,1,2.0,60.0,1960.0,0
2,1,400000,1,1.0,88.0,1975.0,0
3,3,1210000,1,2.0,122.0,1940.0,1
4,3,1167500,2,1.0,184.0,1950.0,0
3,2,900000,2,1.0,154.0,1975.0,0
2,1,520000,1,1.0,12.0,1960.0,0
2,1,610000,1,1.0,72.0,1968.0,0
3,1,882000,2,2.0,141.0,1950.0,0
2,3,1326000,1,2.0,80.0,1890.0,1
4,3,1950000,2,2.0,251.0,2000.0,1
4,3,2550000,2,2.0,220.0,1930.0,1
4,3,1910000,3,2.0,199.0,2016.0,1
3,3,1410000,1,2.0,127.0,1885.0,1
3,3,2310000,1,2.0,175.0,1920.0,1
4,3,2315000,2,0.0,183.0,1900.0,1
3,2,800000,2,2.0,97.0,1970.0,0
2,1,580000,1,1.0,90.0,1970.0,0
3,3,1905000,2,2.0,190.0,1910.0,1
2,1,478000,1,1.0,51.0,1970.0,0
2,1,672000,1,1.0,77.0,1966.0,0
4,3,2286000,3,2.0,237.0,1975.0,1
3,3,1575000,2,2.0,80.0,1940.0,1
2,1,590000,1,1.0,80.0,1975.0,0
4,3,1312000,2,1.0,180.0,1955.0,1
2,1,890000,2,1.0,87.0,1965.0,0
2,3,1331000,1,1.0,89.0,1940.0,1
4,3,1800000,2,2.0,187.0,1940.0,1
3,3,1476000,2,2.0,203.0,1997.0,1
4,3,2590000,2,2.0,215.0,1928.0,1
4,3,2625000,2,2.0,225.0,1890.0,1
4,3,2265000,1,1.0,242.0,1930.0,1
3,2,1330000,2,2.0,184.0,1995.0,1
3,3,1450000,2,2.0,204.0,1998.0,1
2,1,551000,1,2.0,86.0,1992.0,0
5,3,2425000,2,2.0,237.0,1890.0,1
2,1,610000,1,1.0,72.0,1968.0,0
3,1,955000,2,2.0,121.0,1980.0,0
2,2,707500,1,1.0,86.0,1992.0,0
3,2,732000,1,1.0,110.0,1980.0,0
2,3,2875000,1,1.0,90.0,1910.0,1
3,3,1500000,1,2.0,130.0,1941.0,1
4,3,1750000,3,2.0,230.0,2010.0,1
3,1,1100000,1,1.0,115.0,1935.0,0
3,3,1440000,1,1.0,130.0,1900.0,1
5,3,2600000,2,2.0,281.0,1959.0,1
3,1,620000,1,1.0,112.0,1970.0,0
5,3,2800000,2,3.0,241.0,1900.0,1
3,3,1420000,2,2.0,153.0,1999.0,1
3,3,1800000,2,1.0,139.0,1910.0,1
1,1,395000,1,1.0,55.0,2005.0,0
4,3,2250000,3,2.0,307.0,1890.0,1
4,3,2490000,2,2.0,14.0,1960.0,1
5,3,1950000,2,3.0,253.0,1940.0,1
2,1,605000,1,1.0,83.0,1960.0,0
3,3,1920000,1,2.0,152.0,1940.0,1
3,3,1615000,1,1.0,127.0,1933.0,1
4,3,1315000,2,2.0,200.0,1930.0,1
6,3,1300000,3,2.0,310.0,1968.0,1
4,3,1315000,2,2.0,200.0,1930.0,1
3,2,1620000,2,2.0,167.0,2012.0,1
3,3,2050000,2,1.0,180.0,1890.0,1
4,3,2400000,2,2.0,195.0,1890.0,1
3,3,2025000,2,2.0,105.0,1910.0,1
2,1,611000,1,1.0,68.0,2008.0,0
3,2,1390000,2,1.0,181.0,1995.0,1
3,3,2415000,1,3.0,128.0,1910.0,1
2,1,566000,1,1.0,80.0,1970.0,0
3,3,1437000,1,1.0,132.0,1910.0,1
2,2,500000,1,1.0,54.0,1970.0,0
2,3,1326000,1,0.0,100.0,1900.0,1
4,3,1965000,2,1.0,185.0,1890.0,1
2,1,740000,1,1.0,91.0,1967.0,0
5,3,2325000,3,2.0,233.0,2006.0,1
3,3,1970000,2,1.0,106.0,1910.0,1
2,3,1475000,1,1.0,95.0,2001.0,1
2,1,584000,1,1.0,74.0,1971.0,0
3,3,1490000,1,1.0,137.0,1910.0,1
3,3,1210000,2,1.0,146.0,1993.0,1
4,3,2355000,2,3.0,223.0,1915.0,1
2,3,1036000,1,1.0,102.0,1910.0,0
3,3,2273000,3,1.0,254.0,1930.0,1
5,3,2350000,2,2.0,327.0,1915.0,1
4,3,2200000,3,2.0,215.0,1920.0,1
2,1,790000,1,2.0,109.0,1970.0,0
4,3,1185000,2,2.0,180.0,1950.0,0
3,3,1837000,2,1.0,196.0,1920.0,1
3,2,1253000,2,1.0,135.0,1994.0,1
3,2,922000,2,2.0,138.0,2000.0,0
1,1,350000,1,1.0,117.0,1975.0,0
3,3,1555000,2,2.0,150.0,1950.0,1
4,3,2123000,3,2.0,254.0,1930.0,1
4,3,1700000,3,2.0,110.0,1930.0,1
2,3,1150000,1,2.0,119.0,1960.0,0
4,3,2001000,2,2.0,243.0,1910.0,1
3,3,1915000,2,2.0,126.0,1920.0,1
3,2,1135000,3,2.0,130.0,1988.0,0
4,2,1240000,2,2.0,180.0,1990.0,1
3,2,1120000,2,2.0,151.0,1990.0,0
3,3,1500000,1,2.0,165.0,1886.0,1
3,1,707500,1,1.0,83.0,1975.0,0
2,1,835000,1,1.0,118.0,1930.0,0
3,3,1870000,2,1.0,152.0,1930.0,1
4,3,1580000,2,1.0,260.0,1920.0,1
2,1,820000,2,1.0,104.0,2013.0,0
2,1,480000,1,1.0,74.0,1970.0,0
3,2,1370000,2,2.0,204.0,1960.0,1
3,3,1680000,2,2.0,201.0,1998.0,1
1,1,300000,1,1.0,42.0,2013.0,0
3,3,1100000,1,2.0,126.0,1960.0,0
1,1,373000,1,1.0,38.0,1965.0,0
4,2,2560000,3,2.0,337.0,2012.0,1
3,3,960000,2,1.0,114.0,1970.0,0
1,1,315000,1,1.0,46.0,1940.0,0
3,3,1297000,1,1.0,147.0,1948.0,1
3,2,1015000,2,2.0,134.0,2013.0,0
2,1,523000,1,1.0,62.0,1960.0,0
3,3,1335000,2,2.0,133.0,1965.0,1
2,1,425000,1,1.0,57.0,1997.0,0
3,3,1670000,2,1.0,155.0,1920.0,1
4,3,1350000,3,2.0,90.0,2010.0,1
3,3,1650000,1,2.0,114.0,1925.0,1
3,3,950000,1,1.0,132.0,1999.0,0
3,3,1782500,1,2.0,126.0,1950.0,1
2,2,650000,2,1.0,120.0,2015.0,0
3,3,2600000,1,1.0,133.0,1900.0,1
3,3,2350000,1,2.0,132.0,1900.0,1
2,1,535000,1,1.0,58.0,1930.0,0
2,1,700000,1,1.0,67.0,1970.0,0
4,3,3120000,2,1.0,100.0,1900.0,1
2,3,1025000,1,0.0,73.0,1910.0,0
2,3,1920000,1,0.0,82.0,1910.0,1
3,3,2623000,2,2.0,212.0,2010.0,1
3,3,1500000,2,1.0,165.0,1880.0,1
2,3,1630000,1,0.0,113.0,1915.0,1
3,3,1910000,1,3.0,125.0,1900.0,1
3,3,1224000,1,3.0,143.0,1960.0,1
3,3,1000000,2,2.0,150.0,1970.0,0
1,1,380500,1,1.0,51.0,1990.0,0
4,3,930000,3,2.0,4.0,1960.0,0
3,3,1090000,2,2.0,160.0,1960.0,0
4,3,947500,2,2.0,16.0,1960.0,0
3,3,1417250,2,2.0,180.0,1950.0,1
3,3,980000,1,2.0,119.0,1960.0,0
2,3,950000,1,3.0,75.0,1950.0,0
4,3,1140000,2,1.0,242.0,2015.0,0
3,2,750000,2,1.0,123.0,2010.0,0
4,3,1200000,2,1.0,214.0,1955.0,1
3,3,987000,1,1.0,112.0,1960.0,0
3,3,937000,2,1.0,104.0,1960.0,0
4,3,1426000,2,1.0,218.0,1950.0,1
4,3,1016000,3,2.0,188.0,2000.0,0
3,3,901000,2,3.0,133.0,1955.0,0
4,3,1300000,3,2.0,171.0,1973.0,1
3,3,975000,1,2.0,121.0,1940.0,0
4,3,1070000,2,1.0,140.0,1955.0,0
2,1,639000,1,1.0,79.0,1960.0,0
2,1,605000,1,2.0,68.0,1980.0,0
3,3,960000,1,1.0,115.0,1960.0,0
3,3,725000,2,1.0,137.0,1950.0,0
3,3,800000,2,2.0,107.0,1990.0,0
3,2,917000,2,2.0,152.0,2001.0,0
3,3,890000,1,1.0,114.0,1960.0,0
3,3,1008000,2,1.0,160.0,1960.0,0
2,3,1191000,1,2.0,97.0,1950.0,1
2,3,776000,1,1.0,101.0,2002.0,0
4,3,1035000,1,2.0,161.0,1950.0,0
4,3,1160000,2,2.0,199.0,2011.0,0
1,1,240000,1,1.0,43.0,1970.0,0
4,2,1105000,2,2.0,187.0,2015.0,0
3,3,1150000,2,1.0,134.0,1990.0,0
3,3,985000,1,0.0,167.0,1890.0,0
3,1,1200000,2,2.0,139.0,2012.0,1
3,3,2200000,2,0.0,280.0,1863.0,1
4,3,2105000,2,3.0,181.0,1940.0,1
2,1,550000,1,1.0,57.0,2012.0,0
4,3,1915000,3,1.0,237.0,1935.0,1
3,3,1630000,2,2.0,135.0,1997.0,1
2,3,1000000,2,0.0,108.0,1890.0,0
3,3,1470000,1,0.0,109.0,1880.0,1
2,1,725000,2,2.0,87.0,2010.0,0
2,3,1234500,1,0.0,185.0,1960.0,1
2,1,600000,1,1.0,74.0,2005.0,0
3,3,1342000,2,2.0,137.0,1900.0,1
1,1,500000,1,1.0,60.0,2006.0,0
2,1,795000,2,1.0,84.0,2013.0,0
2,1,590000,2,1.0,70.0,2012.0,0
2,1,1100000,2,1.0,110.0,2006.0,0
2,3,1275000,2,1.0,115.0,2015.0,1
2,3,1000000,1,1.0,106.0,2007.0,0
4,3,1820000,2,1.0,158.0,1900.0,1
2,1,655000,2,1.0,83.0,2000.0,0
2,3,1350000,1,1.0,94.0,1900.0,1
3,3,1560000,2,2.0,131.0,1900.0,1
2,3,1060000,1,0.0,70.0,1910.0,0
2,1,1610000,2,2.0,104.0,2007.0,1
2,3,1101000,1,0.0,71.0,1910.0,0
2,3,880000,1,2.0,83.0,1980.0,0
2,3,1080000,1,0.0,70.0,1910.0,0
2,3,1115000,1,0.0,76.0,1900.0,0
2,1,516000,1,1.0,70.0,2004.0,0
3,3,1753000,2,1.0,153.0,1910.0,1
2,3,900000,1,0.0,70.0,1900.0,0
5,3,2350000,1,2.0,173.0,1890.0,1
3,3,1670000,2,1.0,169.0,1880.0,1
3,3,1402000,1,0.0,106.0,1900.0,1
3,3,1570000,2,1.0,211.0,1999.0,1
2,3,1150000,1,0.0,90.0,1910.0,0
3,3,1384000,1,0.0,100.0,1905.0,1
2,1,655000,1,1.0,86.0,2006.0,0
1,1,456000,1,1.0,63.0,2007.0,0
2,1,520000,1,1.0,70.0,2005.0,0
1,1,470000,1,1.0,62.0,2000.0,0
2,1,600000,1,1.0,72.0,1996.0,0
2,1,670000,1,1.0,71.0,2006.0,0
2,3,1400000,1,1.0,102.0,1934.0,1
3,3,1520000,2,1.0,160.0,2016.0,1
1,1,600000,1,1.0,63.0,2010.0,0
3,1,2460000,2,2.0,102.0,1995.0,1
3,2,950000,2,2.0,134.0,2012.0,0
3,3,1350000,1,1.0,138.0,1990.0,1
2,1,735000,1,1.0,100.0,2000.0,0
1,1,400000,1,1.0,64.0,2000.0,0
2,1,900000,1,2.0,94.0,1997.0,0
4,3,2160000,3,2.0,230.0,1960.0,1
3,3,1380000,1,0.0,134.0,1890.0,1
3,3,1080000,1,2.0,95.0,1910.0,0
1,1,342000,1,1.0,34.0,1960.0,0
2,3,950000,1,1.0,121.0,2000.0,0
2,1,781000,1,1.0,73.0,1930.0,0
1,1,549800,1,1.0,51.0,2012.0,0
1,1,492000,1,1.0,45.0,1888.0,0
1,1,500500,1,1.0,64.0,1945.0,0
3,1,1400000,2,2.0,136.0,1920.0,1
3,1,685000,2,1.0,92.0,1996.0,0
3,1,710000,1,1.0,114.0,1900.0,0
1,1,330000,1,1.0,51.0,1970.0,0
3,2,1245000,2,1.0,134.0,2000.0,1
2,3,1182500,1,0.0,72.0,1900.0,0
2,3,1303000,1,0.0,160.0,1900.0,1
1,1,482500,1,1.0,50.0,1970.0,0
2,1,585000,1,1.0,87.0,1960.0,0
2,3,1106000,1,1.0,135.0,2005.0,0
2,3,1590000,1,2.0,107.0,1930.0,1
2,3,1055000,1,0.0,85.0,1900.0,0
3,3,1100000,1,1.0,99.0,2001.0,0
2,1,530000,1,1.0,76.0,1888.0,0
2,3,1500000,1,2.0,108.0,1930.0,1
2,1,841000,2,1.0,101.0,1850.0,0
2,1,570000,1,1.0,78.0,2004.0,0
2,1,560000,1,1.0,71.0,2000.0,0
2,3,815000,1,0.0,71.0,1880.0,0
2,3,910000,1,1.0,71.0,1930.0,0
3,2,1450000,2,3.0,98.0,1995.0,1
2,2,1540000,2,1.0,104.0,1945.0,1
3,3,1811000,2,1.0,125.0,1890.0,1
2,3,1180000,1,0.0,215.0,1900.0,0
3,3,1720000,2,2.0,200.0,1999.0,1
3,3,1050000,2,1.0,130.0,1995.0,0
2,3,1582000,1,0.0,122.0,1915.0,1
2,1,681000,2,1.0,95.0,1995.0,0
2,3,1305000,1,1.0,79.0,1900.0,1
3,3,1255000,1,1.0,124.0,1910.0,1
3,3,2180000,2,2.0,153.0,1890.0,1
3,3,1720000,2,1.0,163.0,1900.0,1
3,3,1220000,2,1.0,100.0,1900.0,1
3,3,1612000,2,0.0,139.0,1900.0,1
2,1,593000,2,1.0,83.0,2012.0,0
3,3,1600000,2,1.0,93.0,1890.0,1
4,3,1620000,2,0.0,153.0,1890.0,1
3,3,1270000,1,0.0,104.0,1900.0,1
3,3,2633000,1,0.0,119.0,1900.0,1
3,3,1405000,1,1.0,117.0,1880.0,1
4,3,2260000,3,0.0,232.0,1856.0,1
3,3,1595000,2,0.0,126.0,1890.0,1
2,1,595000,1,1.0,76.0,2004.0,0
2,1,490000,1,1.0,56.0,2013.0,0
3,3,1250000,2,0.0,113.0,1890.0,1
4,3,2180000,3,1.0,153.0,1860.0,1
2,3,930000,1,0.0,76.0,1900.0,0
3,3,1200000,2,0.0,120.0,1910.0,1
3,3,2000000,2,1.0,141.0,1890.0,1
2,3,2000000,2,1.0,150.0,1900.0,1
2,1,1050000,2,2.0,122.0,2001.0,0
3,3,1250000,2,1.0,125.0,1890.0,1
3,3,1650000,2,0.0,195.0,1890.0,1
2,1,561000,1,1.0,78.0,2001.0,0
3,3,1825000,2,2.0,153.0,1900.0,1
2,3,1200000,2,1.0,79.0,1890.0,1
3,3,1390000,2,1.0,138.0,1998.0,1
4,3,1615000,3,2.0,220.0,2009.0,1
3,2,1185000,2,1.0,3.0,1960.0,0
3,3,2300000,2,2.0,260.0,1877.0,1
3,1,742000,2,2.0,90.0,2003.0,0
3,3,2075000,2,0.0,163.0,1890.0,1
2,1,722000,1,1.0,86.0,2003.0,0
2,1,850000,2,2.0,86.0,2014.0,0
3,1,1230000,2,2.0,138.0,1998.0,1
2,1,535000,1,1.0,64.0,1970.0,0
2,1,990000,2,2.0,38.0,2015.0,0
2,1,695000,1,0.0,79.0,1930.0,0
